Type,Country/area,Subregion,Region,Plant / Project name,Unit / Phase name,Plant / Project name (local),Plant / Project name (other),Capacity (MW),Status,Start year,Retired year,Technology,Fuel,Hydrogen production,Hydrogen capable,Country/area 1 (hydropower only),Country/area 2 (hydropower only),Country/area 1 Capacity (MW) (hydropower only),Country/area 2 Capacity (MW) (hydropower only),Owner,Parent,CHP,CCS,Conversion/replacement,Unit conversion year,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Captive Industry Type,Captive Industry Use,Captive Non Industry Use,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (state, province)",GEM location ID,GEM unit/phase ID,GEM.Wiki URL
solar,Italy,Southern Europe,Europe,Revello Cuneo solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Revello,Cuneo,,Piemonte,L100000823678,G100000826744,https://www.gem.wiki/Revello_Cuneo_solar_farm
solar,Italy,Southern Europe,Europe,Riardo Caserta solar farm,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.2035,14.1169,approximate,Riardo,Caserta,,Campania,L100000823679,G100000826745,https://www.gem.wiki/Riardo_Caserta_solar_farm
solar,Italy,Southern Europe,Europe,Rieti solar farm,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,42.4147,12.8859,approximate,Rieti,Rieti,,Lazio,L100000823681,G100000826747,https://www.gem.wiki/Rieti_solar_farm
solar,Italy,Southern Europe,Europe,Rimini solar farm I,--,,,1.8,operating,,,PV,,,,,,,,,,,,,,,,,,,43.9471,12.6308,approximate,Rimini,Rimini,,Emilia Romagna,L100000823683,G100000826749,https://www.gem.wiki/Rimini_solar_farm_I
solar,Italy,Southern Europe,Europe,Rimini solar farm II,--,,,2.2,operating,,,PV,,,,,,,,,,,,,,,,,,,43.9471,12.6308,approximate,Rimini,Rimini,,Emilia Romagna,L100000823684,G100000826750,https://www.gem.wiki/Rimini_solar_farm_II
solar,Italy,Southern Europe,Europe,Rimini solar farm III,--,,,4.3,operating,,,PV,,,,,,,,,,,,,,,,,,,43.9471,12.6308,approximate,Rimini,Rimini,,Emilia Romagna,L100000823685,G100000826751,https://www.gem.wiki/Rimini_solar_farm_III
solar,Italy,Southern Europe,Europe,Rinaldone solar project,--,,,5.0,operating,2011,,Assumed PV,,,,,,,,,,,,,,,,,,,42.466,12.102,approximate,,,,,L100001003904,G100001004493,https://www.gem.wiki/Rinaldone_solar_project
solar,Italy,Southern Europe,Europe,Ripabottoni Campobasso solar farm,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.7173,14.8262,approximate,Ripabottoni,Campobasso,,Molise,L100000823686,G100000826752,https://www.gem.wiki/Ripabottoni_Campobasso_solar_farm
solar,Italy,Southern Europe,Europe,Ripi Frosinone solar farm,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,41.6286,13.5759,approximate,Ripi,Frosinone,,Lazio,L100000823687,G100000826753,https://www.gem.wiki/Ripi_Frosinone_solar_farm
solar,Italy,Southern Europe,Europe,Riva Presso Chieri Torino solar farm,--,,,4.9,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0678,7.6825,approximate,Riva Presso Chieri,Torino,,Piemonte,L100000823688,G100000826754,https://www.gem.wiki/Riva_Presso_Chieri_Torino_solar_farm
solar,Italy,Southern Europe,Europe,Rocca San Giovanni Chieti solar farm,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1027,14.4159,approximate,Rocca San Giovanni,Chieti,,Abruzzo,L100000823689,G100000826755,https://www.gem.wiki/Rocca_San_Giovanni_Chieti_solar_farm
solar,Italy,Southern Europe,Europe,Roccamena Palermo solar farm,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,38.1112,13.3524,approximate,Roccamena,Palermo,,Sicilia,L100000823690,G100000826756,https://www.gem.wiki/Roccamena_Palermo_solar_farm
solar,Italy,Southern Europe,Europe,Rolo Reggio Nell'Emilia solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,44.6087,10.5948,approximate,Rolo,Reggio nell'Emilia,,Emilia Romagna,L100000823691,G100000826757,https://www.gem.wiki/Rolo_Reggio_Nell'Emilia_solar_farm
solar,Italy,Southern Europe,Europe,Roma solar farm I,--,,,1.1,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823693,G100000826759,https://www.gem.wiki/Roma_solar_farm_I
solar,Italy,Southern Europe,Europe,Roma solar farm II,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823694,G100000826760,https://www.gem.wiki/Roma_solar_farm_II
solar,Italy,Southern Europe,Europe,Roma solar farm III,--,,,2.3,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823695,G100000826761,https://www.gem.wiki/Roma_solar_farm_III
solar,Italy,Southern Europe,Europe,Roma solar farm IV,--,,,2.4,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823696,G100000826762,https://www.gem.wiki/Roma_solar_farm_IV
solar,Italy,Southern Europe,Europe,Roma solar farm IX,--,,,14.8,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823697,G100000826763,https://www.gem.wiki/Roma_solar_farm_IX
solar,Italy,Southern Europe,Europe,Roma solar farm V,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823698,G100000826764,https://www.gem.wiki/Roma_solar_farm_V
solar,Italy,Southern Europe,Europe,Roma solar farm VI,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823699,G100000826765,https://www.gem.wiki/Roma_solar_farm_VI
solar,Italy,Southern Europe,Europe,Roma solar farm VII,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823700,G100000826766,https://www.gem.wiki/Roma_solar_farm_VII
solar,Italy,Southern Europe,Europe,Roma solar farm VIII,--,,,9.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Roma,Roma,,Lazio,L100000823701,G100000826767,https://www.gem.wiki/Roma_solar_farm_VIII
solar,Italy,Southern Europe,Europe,Rosa' Vicenza solar farm I,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,45.6349,11.4064,approximate,Rosa',Vicenza,,Veneto,L100000823702,G100000826768,https://www.gem.wiki/Rosa'_Vicenza_solar_farm_I
solar,Italy,Southern Europe,Europe,Rosa' Vicenza solar farm II,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,45.6349,11.4064,approximate,Rosa',Vicenza,,Veneto,L100000823703,G100000826769,https://www.gem.wiki/Rosa'_Vicenza_solar_farm_II
solar,Italy,Southern Europe,Europe,Rosa' Vicenza solar farm III,--,,,2.2,operating,,,PV,,,,,,,,,,,,,,,,,,,45.6349,11.4064,approximate,Rosa',Vicenza,,Veneto,L100000823704,G100000826770,https://www.gem.wiki/Rosa'_Vicenza_solar_farm_III
solar,Italy,Southern Europe,Europe,Rosignano Marittimo Livorno solar farm I,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,42.7902,10.3403,approximate,Rosignano Marittimo,Livorno,,Toscana,L100000823705,G100000826771,https://www.gem.wiki/Rosignano_Marittimo_Livorno_solar_farm_I
solar,Italy,Southern Europe,Europe,Rosignano Marittimo Livorno solar farm II,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,42.7902,10.3403,approximate,Rosignano Marittimo,Livorno,,Toscana,L100000823706,G100000826772,https://www.gem.wiki/Rosignano_Marittimo_Livorno_solar_farm_II
solar,Italy,Southern Europe,Europe,Rosignano Marittimo Livorno solar farm III,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,42.7902,10.3403,approximate,Rosignano Marittimo,Livorno,,Toscana,L100000823707,G100000826773,https://www.gem.wiki/Rosignano_Marittimo_Livorno_solar_farm_III
solar,Italy,Southern Europe,Europe,Rosignano Marittimo Livorno solar farm IV,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,42.7902,10.3403,approximate,Rosignano Marittimo,Livorno,,Toscana,L100000823708,G100000826774,https://www.gem.wiki/Rosignano_Marittimo_Livorno_solar_farm_IV
solar,Italy,Southern Europe,Europe,Rosolini Siracusa solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,37.0646,15.2907,approximate,Rosolini,Siracusa,,Sicilia,L100000823709,G100000826775,https://www.gem.wiki/Rosolini_Siracusa_solar_farm
solar,Italy,Southern Europe,Europe,Rotello Campobasso solar farm,--,,,2.5,operating,,,PV,,,,,,,,,,,,,,,,,,,41.7173,14.8262,approximate,Rotello,Campobasso,,Molise,L100000823710,G100000826776,https://www.gem.wiki/Rotello_Campobasso_solar_farm
solar,Italy,Southern Europe,Europe,Rottofreno Piacenza solar farm,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.8476,9.6665,approximate,Rottofreno,Piacenza,,Emilia Romagna,L100000823711,G100000826777,https://www.gem.wiki/Rottofreno_Piacenza_solar_farm
solar,Italy,Southern Europe,Europe,Rovereto Trento solar farm,--,,,2.1,operating,,,PV,,,,,,,,,,,,,,,,,,,46.103,11.1297,approximate,Rovereto,Trento,,Trentino Alto Adige,L100000823712,G100000826778,https://www.gem.wiki/Rovereto_Trento_solar_farm
solar,Italy,Southern Europe,Europe,Rubiera Reggio Nell'Emilia solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.6087,10.5948,approximate,Rubiera,Reggio nell'Emilia,,Emilia Romagna,L100000823714,G100000826780,https://www.gem.wiki/Rubiera_Reggio_Nell'Emilia_solar_farm
solar,Italy,Southern Europe,Europe,Sabaudia Latina solar farm I,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Sabaudia,Latina,,Lazio,L100000823715,G100000826781,https://www.gem.wiki/Sabaudia_Latina_solar_farm_I
solar,Italy,Southern Europe,Europe,Sabaudia Latina solar farm II,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Sabaudia,Latina,,Lazio,L100000823716,G100000826782,https://www.gem.wiki/Sabaudia_Latina_solar_farm_II
solar,Italy,Southern Europe,Europe,Sabaudia Latina solar farm III,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Sabaudia,Latina,,Lazio,L100000823717,G100000826783,https://www.gem.wiki/Sabaudia_Latina_solar_farm_III
solar,Italy,Southern Europe,Europe,Sabaudia Latina solar farm IV,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Sabaudia,Latina,,Lazio,L100000823718,G100000826784,https://www.gem.wiki/Sabaudia_Latina_solar_farm_IV
solar,Italy,Southern Europe,Europe,Sabaudia Latina solar farm V,--,,,5.2,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Sabaudia,Latina,,Lazio,L100000823719,G100000826785,https://www.gem.wiki/Sabaudia_Latina_solar_farm_V
solar,Italy,Southern Europe,Europe,Sabaudia Latina solar farm VI,--,,,6.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Sabaudia,Latina,,Lazio,L100000823720,G100000826786,https://www.gem.wiki/Sabaudia_Latina_solar_farm_VI
solar,Italy,Southern Europe,Europe,Saint Lucia solar project,--,,,9.3,operating,2009,,Assumed PV,,,,,,,,,,,,,,,,,,,39.3725,8.9241,approximate,,,,,L100001003905,G100001004494,https://www.gem.wiki/Saint_Lucia_solar_project
solar,Italy,Southern Europe,Europe,Sala Bolognese Bologna solar farm,--,,,2.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4939,11.3426,approximate,Sala Bolognese,Bologna,,Emilia Romagna,L100000823721,G100000826787,https://www.gem.wiki/Sala_Bolognese_Bologna_solar_farm
solar,Italy,Southern Europe,Europe,Salandra Matera solar farm,--,,,3.2,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4476,16.4736,approximate,Salandra,Matera,,Basilicata,L100000823722,G100000826788,https://www.gem.wiki/Salandra_Matera_solar_farm
solar,Italy,Southern Europe,Europe,Salara Rovigo solar farm,--,,,7.1,operating,,,PV,,,,,,,,,,,,,,,,,,,44.9772,12.2742,approximate,Salara,Rovigo,,Veneto,L100000823723,G100000826789,https://www.gem.wiki/Salara_Rovigo_solar_farm
solar,Italy,Southern Europe,Europe,Sale Alessandria solar farm,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,44.835,8.745,approximate,Sale,Alessandria,,Piemonte,L100000823724,G100000826790,https://www.gem.wiki/Sale_Alessandria_solar_farm
solar,Italy,Southern Europe,Europe,Salerno solar farm,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4194,15.3108,approximate,Salerno,Salerno,,Campania,L100000823726,G100000826792,https://www.gem.wiki/Salerno_solar_farm
solar,Italy,Southern Europe,Europe,Salice Salentino Lecce solar farm I,--,,,7.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.1522,18.2261,approximate,Salice Salentino,Lecce,,Puglia,L100000823727,G100000826793,https://www.gem.wiki/Salice_Salentino_Lecce_solar_farm_I
solar,Italy,Southern Europe,Europe,Samassi Sud Sardegna solar farm I,--,,,1.8,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7801,8.5258,approximate,Samassi,Sud Sardegna,,Sardegna,L100000823729,G100000826795,https://www.gem.wiki/Samassi_Sud_Sardegna_solar_farm_I
solar,Italy,Southern Europe,Europe,Samassi Sud Sardegna solar farm II,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7801,8.5258,approximate,Samassi,Sud Sardegna,,Sardegna,L100000823730,G100000826796,https://www.gem.wiki/Samassi_Sud_Sardegna_solar_farm_II
solar,Italy,Southern Europe,Europe,San Benedetto Dei Marsi L'Aquila solar farm I,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,San Benedetto Dei Marsi,L'Aquila,,Abruzzo,L100000823731,G100000826797,https://www.gem.wiki/San_Benedetto_Dei_Marsi_L'Aquila_solar_farm_I
solar,Italy,Southern Europe,Europe,San Benedetto Dei Marsi L'Aquila solar farm II,--,,,2.4,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,San Benedetto Dei Marsi,L'Aquila,,Abruzzo,L100000823732,G100000826798,https://www.gem.wiki/San_Benedetto_Dei_Marsi_L'Aquila_solar_farm_II
solar,Italy,Southern Europe,Europe,San Benedetto Dei Marsi L'Aquila solar farm III,--,,,2.8,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,San Benedetto Dei Marsi,L'Aquila,,Abruzzo,L100000823733,G100000826799,https://www.gem.wiki/San_Benedetto_Dei_Marsi_L'Aquila_solar_farm_III
solar,Italy,Southern Europe,Europe,San Benedetto Dei Marsi L'Aquila solar farm IV,--,,,4.7,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,San Benedetto Dei Marsi,L'Aquila,,Abruzzo,L100000823734,G100000826800,https://www.gem.wiki/San_Benedetto_Dei_Marsi_L'Aquila_solar_farm_IV
solar,Italy,Southern Europe,Europe,San Donaci Brindisi solar farm,--,,,15.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.6359,17.6884,approximate,San Donaci,Brindisi,,Puglia,L100000823735,G100000826801,https://www.gem.wiki/San_Donaci_Brindisi_solar_farm
solar,Italy,Southern Europe,Europe,San Fiorano Lodi solar farm,--,,,6.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.2613,9.4917,approximate,San Fiorano,Lodi,,Lombardia,L100000823736,G100000826802,https://www.gem.wiki/San_Fiorano_Lodi_solar_farm
solar,Italy,Southern Europe,Europe,San Gillio Torino solar farm,--,,,4.8,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0678,7.6825,approximate,San Gillio,Torino,,Piemonte,L100000823737,G100000826803,https://www.gem.wiki/San_Gillio_Torino_solar_farm
solar,Italy,Southern Europe,Europe,San Giorgio Canavese Torino solar farm,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0678,7.6825,approximate,San Giorgio Canavese,Torino,,Piemonte,L100000823738,G100000826804,https://www.gem.wiki/San_Giorgio_Canavese_Torino_solar_farm
solar,Italy,Southern Europe,Europe,San Giorgio Di Nogaro Udine solar farm,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,46.0635,13.2358,approximate,San Giorgio Di Nogaro,Udine,,Friuli Venezia Giulia,L100000823739,G100000826805,https://www.gem.wiki/San_Giorgio_Di_Nogaro_Udine_solar_farm
solar,Italy,Southern Europe,Europe,San Giorgio Lucano Matera solar farm,--,,,5.2,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4476,16.4736,approximate,San Giorgio Lucano,Matera,,Basilicata,L100000823740,G100000826806,https://www.gem.wiki/San_Giorgio_Lucano_Matera_solar_farm
solar,Italy,Southern Europe,Europe,San Giovanni A Piro Salerno solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4194,15.3108,approximate,San Giovanni A Piro,Salerno,,Campania,L100000823741,G100000826807,https://www.gem.wiki/San_Giovanni_A_Piro_Salerno_solar_farm
solar,Italy,Southern Europe,Europe,San Giovanni Al Natisone Udine solar farm I,--,,,3.3,operating,,,PV,,,,,,,,,,,,,,,,,,,46.0635,13.2358,approximate,San Giovanni Al Natisone,Udine,,Friuli Venezia Giulia,L100000823742,G100000826808,https://www.gem.wiki/San_Giovanni_Al_Natisone_Udine_solar_farm_I
solar,Italy,Southern Europe,Europe,San Giovanni Al Natisone Udine solar farm II,--,,,4.6,operating,,,PV,,,,,,,,,,,,,,,,,,,46.0635,13.2358,approximate,San Giovanni Al Natisone,Udine,,Friuli Venezia Giulia,L100000823743,G100000826809,https://www.gem.wiki/San_Giovanni_Al_Natisone_Udine_solar_farm_II
solar,Italy,Southern Europe,Europe,San Giovanni Al Natisone Udine solar farm III,--,,,5.6,operating,,,PV,,,,,,,,,,,,,,,,,,,46.0635,13.2358,approximate,San Giovanni Al Natisone,Udine,,Friuli Venezia Giulia,L100000823744,G100000826810,https://www.gem.wiki/San_Giovanni_Al_Natisone_Udine_solar_farm_III
solar,Italy,Southern Europe,Europe,San Giovanni Bianco Bergamo solar farm,--,,,1.1,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7567,9.7542,approximate,San Giovanni Bianco,Bergamo,,Lombardia,L100000823745,G100000826811,https://www.gem.wiki/San_Giovanni_Bianco_Bergamo_solar_farm
solar,Italy,Southern Europe,Europe,San Giovanni Suergiu Sud Sardegna solar farm,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7801,8.5258,approximate,San Giovanni Suergiu,Sud Sardegna,,Sardegna,L100000823747,G100000826813,https://www.gem.wiki/San_Giovanni_Suergiu_Sud_Sardegna_solar_farm
solar,Italy,Southern Europe,Europe,San Lorenzo In Campo Pesaro E Urbino solar farm,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,43.6941,12.7013,approximate,San Lorenzo In Campo,Pesaro e Urbino,,Marche,L100000823748,G100000826814,https://www.gem.wiki/San_Lorenzo_In_Campo_Pesaro_E_Urbino_solar_farm
solar,Italy,Southern Europe,Europe,San Martino Di Venezze Rovigo solar farm,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.9772,12.2742,approximate,San Martino Di Venezze,Rovigo,,Veneto,L100000823749,G100000826815,https://www.gem.wiki/San_Martino_Di_Venezze_Rovigo_solar_farm
solar,Italy,Southern Europe,Europe,San Martino In Pensilis Campobasso solar farm,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.7173,14.8262,approximate,San Martino In Pensilis,Campobasso,,Molise,L100000823750,G100000826816,https://www.gem.wiki/San_Martino_In_Pensilis_Campobasso_solar_farm
solar,Italy,Southern Europe,Europe,San Martino In Rio Reggio Nell'Emilia solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.6087,10.5948,approximate,San Martino In Rio,Reggio nell'Emilia,,Emilia Romagna,L100000823751,G100000826817,https://www.gem.wiki/San_Martino_In_Rio_Reggio_Nell'Emilia_solar_farm
solar,Italy,Southern Europe,Europe,San Marzano Di San Giuseppe Taranto solar farm,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.5488,17.0806,approximate,San Marzano Di San Giuseppe,Taranto,,Puglia,L100000823752,G100000826818,https://www.gem.wiki/San_Marzano_Di_San_Giuseppe_Taranto_solar_farm
solar,Italy,Southern Europe,Europe,San Nicola La Strada Caserta solar farm,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,41.2035,14.1169,approximate,San Nicola La Strada,Caserta,,Campania,L100000823753,G100000826819,https://www.gem.wiki/San_Nicola_La_Strada_Caserta_solar_farm
solar,Italy,Southern Europe,Europe,San Pietro In Casale Bologna solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4939,11.3426,approximate,San Pietro In Casale,Bologna,,Emilia Romagna,L100000823754,G100000826820,https://www.gem.wiki/San_Pietro_In_Casale_Bologna_solar_farm
solar,Italy,Southern Europe,Europe,San Pietro Mosezzo Novara solar farm I,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,45.5843,8.546,approximate,San Pietro Mosezzo,Novara,,Piemonte,L100000823755,G100000826821,https://www.gem.wiki/San_Pietro_Mosezzo_Novara_solar_farm_I
solar,Italy,Southern Europe,Europe,San Pietro Mosezzo Novara solar farm II,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,45.5843,8.546,approximate,San Pietro Mosezzo,Novara,,Piemonte,L100000823756,G100000826822,https://www.gem.wiki/San_Pietro_Mosezzo_Novara_solar_farm_II
solar,Italy,Southern Europe,Europe,San Quirino Pordenone solar farm,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,45.9563,12.6597,approximate,San Quirino,Pordenone,,Friuli Venezia Giulia,L100000823757,G100000826823,https://www.gem.wiki/San_Quirino_Pordenone_solar_farm
solar,Italy,Southern Europe,Europe,San Rocco Al Porto Lodi solar farm,--,,,3.2,operating,,,PV,,,,,,,,,,,,,,,,,,,45.2613,9.4917,approximate,San Rocco Al Porto,Lodi,,Lombardia,L100000823758,G100000826824,https://www.gem.wiki/San_Rocco_Al_Porto_Lodi_solar_farm
solar,Italy,Southern Europe,Europe,San Salvo Chieti solar farm I,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1027,14.4159,approximate,San Salvo,Chieti,,Abruzzo,L100000823759,G100000826825,https://www.gem.wiki/San_Salvo_Chieti_solar_farm_I
solar,Italy,Southern Europe,Europe,San Salvo Chieti solar farm II,--,,,3.5,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1027,14.4159,approximate,San Salvo,Chieti,,Abruzzo,L100000823760,G100000826826,https://www.gem.wiki/San_Salvo_Chieti_solar_farm_II
solar,Italy,Southern Europe,Europe,San Severino Marche Macerata solar farm I,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,43.153,13.1509,approximate,San Severino Marche,Macerata,,Marche,L100000823761,G100000826827,https://www.gem.wiki/San_Severino_Marche_Macerata_solar_farm_I
solar,Italy,Southern Europe,Europe,San Severino Marche Macerata solar farm II,--,,,2.3,operating,,,PV,,,,,,,,,,,,,,,,,,,43.153,13.1509,approximate,San Severino Marche,Macerata,,Marche,L100000823762,G100000826828,https://www.gem.wiki/San_Severino_Marche_Macerata_solar_farm_II
solar,Italy,Southern Europe,Europe,San Tammaro Caserta solar farm,--,,,1.9,operating,,,PV,,,,,,,,,,,,,,,,,,,41.2035,14.1169,approximate,San Tammaro,Caserta,,Campania,L100000823763,G100000826829,https://www.gem.wiki/San_Tammaro_Caserta_solar_farm
solar,Italy,Southern Europe,Europe,San Vito Dei Normanni Brindisi solar farm,--,,,2.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.6359,17.6884,approximate,San Vito Dei Normanni,Brindisi,,Puglia,L100000823764,G100000826830,https://www.gem.wiki/San_Vito_Dei_Normanni_Brindisi_solar_farm
solar,Italy,Southern Europe,Europe,San Vittore Del Lazio Frosinone solar farm,--,,,1.8,operating,,,PV,,,,,,,,,,,,,,,,,,,41.6286,13.5759,approximate,San Vittore Del Lazio,Frosinone,,Lazio,L100000823765,G100000826831,https://www.gem.wiki/San_Vittore_Del_Lazio_Frosinone_solar_farm
solar,Italy,Southern Europe,Europe,Sanluri Sud Sardegna solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7801,8.5258,approximate,Sanluri,Sud Sardegna,,Sardegna,L100000823766,G100000826832,https://www.gem.wiki/Sanluri_Sud_Sardegna_solar_farm
solar,Italy,Southern Europe,Europe,Sansepolcro Arezzo solar farm,--,,,4.6,operating,,,PV,,,,,,,,,,,,,,,,,,,43.5172,11.7639,approximate,Sansepolcro,Arezzo,,Toscana,L100000823767,G100000826833,https://www.gem.wiki/Sansepolcro_Arezzo_solar_farm
solar,Italy,Southern Europe,Europe,Sant'Agata Bolognese Bologna solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4939,11.3426,approximate,Sant'Agata Bolognese,Bologna,,Emilia Romagna,L100000823768,G100000826834,https://www.gem.wiki/Sant'Agata_Bolognese_Bologna_solar_farm
solar,Italy,Southern Europe,Europe,Sant'Andrea Di Conza Avellino solar farm I,--,,,2.5,operating,,,PV,,,,,,,,,,,,,,,,,,,40.9965,15.1406,approximate,Sant'Andrea Di Conza,Avellino,,Campania,L100000823769,G100000826835,https://www.gem.wiki/Sant'Andrea_Di_Conza_Avellino_solar_farm_I
solar,Italy,Southern Europe,Europe,Sant'Andrea Di Conza Avellino solar farm II,--,,,3.4,operating,,,PV,,,,,,,,,,,,,,,,,,,40.9965,15.1406,approximate,Sant'Andrea Di Conza,Avellino,,Campania,L100000823770,G100000826836,https://www.gem.wiki/Sant'Andrea_Di_Conza_Avellino_solar_farm_II
solar,Italy,Southern Europe,Europe,Sant'Angelo Muxaro Agrigento solar farm,--,,,6.5,operating,,,PV,,,,,,,,,,,,,,,,,,,37.3123,13.5747,approximate,Sant'Angelo Muxaro,Agrigento,,Sicilia,L100000823771,G100000826837,https://www.gem.wiki/Sant'Angelo_Muxaro_Agrigento_solar_farm
solar,Italy,Southern Europe,Europe,Sant'Elpidio A Mare Fermo solar farm,--,,,3.5,operating,,,PV,,,,,,,,,,,,,,,,,,,43.0923,13.6388,approximate,Sant'Elpidio A Mare,Fermo,,Marche,L100000823772,G100000826838,https://www.gem.wiki/Sant'Elpidio_A_Mare_Fermo_solar_farm
solar,Italy,Southern Europe,Europe,Sant'Eusanio Del Sangro Chieti solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1027,14.4159,approximate,Sant'Eusanio Del Sangro,Chieti,,Abruzzo,L100000823773,G100000826839,https://www.gem.wiki/Sant'Eusanio_Del_Sangro_Chieti_solar_farm
solar,Italy,Southern Europe,Europe,Sant'Omero Teramo solar farm,--,,,6.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.6581,13.6979,approximate,Sant'Omero,Teramo,,Abruzzo,L100000823774,G100000826840,https://www.gem.wiki/Sant'Omero_Teramo_solar_farm
