DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,METANO,GNL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2026-02-02,"6,6","8,39","0,32","7,54","-1,41","12,95",13,"15,1"
2026-02-09,"3,33","9,17","-0,24","1,6","21,08","6,79","-1,89","-3,28"
2026-02-16,"3,45","4,46","0,28","-3,64","21,71","-5,87",-3,"-2,18"
2026-02-23,"6,23","6,34","0,26","-5,98","6,43","14,78","14,55","15,09"
2026-03-02,"15,83","18,86","2,98","-2,26","1,31","27,26","10,45","6,64"
2026-03-09,"74,77","148,55","13,74","32,74","-5,55","243,68","100,11","92,09"
2026-03-16,"74,03","164,21","5,55","51,64","2,48","98,8","48,86","59,49"
2026-03-23,"-40,45","-10,3","-25,57","20,09","1,83","120,47","31,25","41,15"
2026-03-30,"-45,38","9,58","-28,47","29,77","3,64","44,83","34,89",-6
2026-04-06,"28,57","59,35","65,27","30,19","105,81","137,09",57,16
2026-04-13,"20,74","61,36","70,64","20,12","169,67","-96,11","-41,89","-35,19"
2026-04-20,"-19,85","-38,73","5,82","0,83","20,43","-68,05","-26,56","-22,09"
2026-04-27,"-30,75","-55,15","2,17","-8,41","-3,72","-47,04","5,89","3,09"
2026-05-04,"57,21","-13,97","11,03","-3,61","1,03","43,95","31,89","29,82"
2026-05-11,"143,76","-25,67","25,27","-7,81","-34,34","-76,1","-26,22","-3,82"
2026-05-18,"3,78","-37,19","-12,18","-6,46","-34,45","-11,33","17,22","20,82"
2026-05-25,"27,14","6,59","-9,71","-0,33","-9,69","-11,19","-0,22","4,46"
2026-06-01,"-12,45","30,11","-6,83","2,38","-3,45","-73,95","-30,22","-38,37"
2026-06-08,"-30,49","-36,7","-4,1","-0,71","2,02","-4,05","-14,89","-14,63"
2026-06-15,"-25,56","21,92","-18,26","3,4","3,43","-19,75","-0,22","-8,28"
2026-06-22,"-45,22","-55,99",-8,"-0,78","4,17","-105,4","-54,67","-53,36"
2026-06-29,"-38,39","-51,64","-11,82","-3,79","-1,1",-7,"-33,56",-9
2026-07-06,"-1,85","-9,84","2,25","-4,48","-2,14","4,2","-55,19","-6,18"
2026-07-13,"53,55","69,77","-5,72","-3,66","-18,1","72,7","26,5","20,36"
2026-07-20,"46,77","81,22","-7,56","13,59","-5,85","117,85","41,38","33,64"
