qid,name,lat,lon,capacity_mw,fuel,operator,commissioning,wikipedia_it
Q107636622,centrale Enel Bagnore 3,42.841802636,11.558572546,,,,2001-01-01T00:00:00Z,
Q110937244,parco eolico di Taranto,,,,,,,
Q112137306,centrale elettrica via Gatti 15,45.65554,9.264785,,,,,
Q112137609,Palazzina Elettroadda SPA,45.741525,9.424092,,,,,
Q112138131,Cabina di conversione elettrica Montedison,45.428973,9.099562,,,,,
Q112138215,Centrale elettrica Orobia,45.866159,9.413363,,,,,
Q112138559,Centrale idroelettrica Cornelli,45.496508,8.772065,,,,,
Q112139781,Cabina elettrica Conti (ex),45.585779,9.280294,,,,,
Q112624352,Termovalorizzatore di Brescia,45.51158,10.21085,,,,1998-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Termovalorizzatore_di_Brescia
Q116421638,Termovalorizzatore di San Vittore,41.437744,13.896527,,,,2002-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Termovalorizzatore_di_San_Vittore
Q116697989,centrale idroelettrica di Casuzze,38.0735542,13.3601805,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Casuzze
Q116762169,centrale idroelettrica di Tocco da Casauria,42.11587,13.52545,,,,1910-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Tocco_da_Casauria
Q116763986,Centrale idroelettrica di Mese,46.304911,9.378257,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Mese
Q116763987,Centrale idroelettrica di Prestone,46.389631,9.3519,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Prestone
Q116763985,Centrale idroelettrica di Meduno,46.21751933,12.77519434,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Meduno
Q116763988,Centrale idroelettrica di San Bernardo,46.345287,9.350167,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_San_Bernardo
Q116763989,Centrale idroelettrica di San Foca,,,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_San_Foca
Q116763992,Centrale idroelettrica di Villa Rinaldi,,,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Villa_Rinaldi
Q120484028,centrale del Partidor,46.090815148,12.710143726,,,,1919-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_del_Partidor
Q126938426,Diga di Barcis,46.187612564,12.596852301,,,,,https://it.wikipedia.org/wiki/Diga_di_Barcis
Q129652141,Centrale idroelettrica di Rovesca,46.05723,8.126804,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Rovesca
Q129653145,Centrale idroelettrica di Ponte,46.3804,8.424153,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Ponte
Q140366986,Centrale idroelettrica di Les Perrères,45.907619025,7.616751719,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Les_Perr%C3%A8res
Q140466912,Centrale idroelettrica di Viverone,45.43015871,8.040095697,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Viverone
Q97371468,Centrale idroelettrica di Santa Massenza,46.065972222,10.980638888,377,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Santa_Massenza
Q101244771,Centrale idroelettrica di Maën,45.868166666,7.614666666,,,Compagnia Valdostana delle Acque,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Ma%C3%ABn
Q102358430,centrale idroelettrica Antonio Pitter,46.148075816,12.634863643,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Antonio_Pitter
Q104394884,Parco eolico di Casoni di Romagna,44.256194444,11.422583333,,,,,https://it.wikipedia.org/wiki/Parco_eolico_di_Casoni_di_Romagna
Q105781392,centrale idroelettrica di Pedesalto,46.02129,11.77848,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Pedesalto
Q109376972,Centrale idroelettrica di Alanno,42.253333333,13.946111111,,,,,https://it.wikipedia.org/wiki/Diga_di_Alanno-Piano_d%27Orta
Q111191459,termovalorizzatore di Bologna,44.523263,11.428508,,,,,https://it.wikipedia.org/wiki/Termovalorizzatore_di_Bologna
Q56357987,centrale idroelettrica di Bargi,44.116745041,11.043073829,330,,,1975-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Bargi
Q56358182,Centrale Anapo,37.116083333,15.139111111,500,,Enel Produzione,,https://it.wikipedia.org/wiki/Centrale_Anapo
Q63390113,Centrale idroelettrica Sant'Antonio,46.5132,11.3563,90,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Sant%27Antonio
Q69300630,Centrale idroelettrica di Cadarese,46.289781,8.355377,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Cadarese
Q70327278,Centrale idroelettrica di Crevola Toce,46.159517,8.307285,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Crevola_Toce
Q77806790,Centrale elettrica di Santa Radegonda,45.465195,9.192553,,,,,https://it.wikipedia.org/wiki/Centrale_Santa_Radegonda
Q85860589,centrale idroelettrica di Rasin,46.489130555,10.305419444,,,A2A,1922-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Rasin
Q615128,centrale elettronucleare Montalto di Castro,42.3588,11.5314,2018,,Enel,1982-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_elettronucleare_Montalto_di_Castro
Q1145080,Centrale idroelettrica di Antolina,46.235109,8.33048,,,Enel,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Antolina
Q1528979,reattore nucleare CIRENE,41.427222,12.808056,,,,,https://it.wikipedia.org/wiki/Reattore_nucleare_CIRENE
Q1626301,Centrale elettronucleare Enrico Fermi,45.184166666,8.277555555,260,,SOGIN,,https://it.wikipedia.org/wiki/Centrale_nucleare_Enrico_Fermi
Q1724901,centrale nucleare di Garigliano,41.25833333,13.83472222,150,,SOGIN,1964-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_nucleare_del_Garigliano
Q1739370,centrale elettronucleare Caorso,45.07222222,9.87222222,860,,SOGIN,,https://it.wikipedia.org/wiki/Centrale_nucleare_di_Caorso
Q1739429,centrale elettronucleare Latina,41.425277777,12.807,,,SOGIN,,https://it.wikipedia.org/wiki/Centrale_nucleare_di_Latina
Q3434274,centrale idroelettrica Luigi Einaudi,44.22472222,7.38611111,1064,,,1982-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Luigi_Einaudi
Q3664518,centrale Enel Federico II,40.56324,18.03182,,,,,https://it.wikipedia.org/wiki/Centrale_Enel_Federico_II
Q3664523,centrale ad idrogeno di Fusina,45.430833333,12.245555555,16,,,,https://it.wikipedia.org/wiki/Centrale_a_idrogeno_di_Fusina
Q3664533,centrale elettronucleare Trino 2,45.25166667,8.19388889,,,,,https://it.wikipedia.org/wiki/Centrale_elettronucleare_Trino_2
Q3664538,centrale idroelettrica Esterle,45.653136,9.483537,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Esterle
Q3664539,centrale idroelettrica Guida,38.49222,16.41667,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Guida
Q3664536,Centrale idroelettrica Alpe Bacco,45.96726,8.395282,,,Enel,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Alpe_Bacco
Q3664537,Centrale idroelettrica Angelo Bertini,45.665369,9.484806,,,,1898-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Bertini
Q3664540,centrale idroelettrica Marmarico,38.497954,16.404163,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Marmarico
Q19819534,parco eolico del monte Mesa,45.558297222,10.819294444,,,,,https://it.wikipedia.org/wiki/Parco_eolico_del_monte_Mesa
Q20010149,centrale termoelettrica Bari,41.117272222,16.835136111,,,,,https://it.wikipedia.org/wiki/Centrale_termoelettrica_Bari
Q21236623,centrale idroelettrica di Isola Serafini,45.093194444,9.904777777,82,,,1958-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Isola_Serafini
Q24053015,centrale termoelettrica Regina Margherita,,,,,,,https://it.wikipedia.org/wiki/Centrale_termoelettrica_Regina_Margherita
Q29389356,centrale idroelettrica Bonomi,46.086018,9.309819,,,,1924-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_Bonomi
Q38588050,centrale idroelettrica di Porto della Torre,45.676037,8.670573,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Porto_della_Torre
Q41528965,centrale idroelettrica di Rosone,45.435833333,7.418333333,185,,,1925-01-01T00:00:00Z,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Rosone
Q41795029,centrale idroelettrica di Timpagrande,39.175777777,16.781138888,213.5,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Timpagrande
Q48804071,centrale idroelettrica di Lana,46.6128,11.1392,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Lana
Q48804131,asta idroelettrica di Valle Orco,45.440761,7.2079754,40,,,,https://it.wikipedia.org/wiki/Asta_idroelettrica_di_Valle_Orco
Q48804137,Centrale idroelettrica di Bardonetto,45.408801131,7.487190617,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Bardonetto
Q56325613,Centrale idroelettrica di Crespi d'Adda,45.59686,9.53284,,,,,https://it.wikipedia.org/wiki/Centrale_idroelettrica_di_Crespi_d%27Adda
Q112140738,Centrale idroelettrica Pietro Rusca,45.532008,9.529546,,,,,
Q112142135,Centralina Idroelettrica Enel,45.33455,9.34984,,,,,
Q112142562,Centrale Enel (ex),45.573405,9.266598,,,,,
Q112172609,Centrale ENEL,45.695279,9.402614,,,,,
Q112318065,Centrale Elettrica dello Stabilimento Idrovoro della Travata,45.100857,10.887305,,,,,
Q112319285,Centrale elettrica del Cotonificio Zopfi,45.727129,9.71873,,,,,
Q118186149,ex centrale idroelettrica Guarnieri,45.857145677,11.660988915,,,,,
Q118398051,mulino di Mendatica,44.07296,7.81244,,,,,
Q120752859,Forze Idrauliche dell'Appennino Centrale,,,,,,,
Q121283912,centrale idroelettrica di Nembia,46.10584,10.93819,,,,,
Q121705032,centrale di Moline,46.067197297,11.762823762,,,,,
Q125400809,Diga di Suviana,44.13456,11.04086,,,,,
Q125487221,centrale idroelettrica di Suviana,44.13572,11.04049,,,,,
Q126681215,Centrale di Pozzena,46.397730555,11.078830555,,,,,
Q129652188,Centrale idroelettrica di Campliccioli,46.048149,8.073471,,,,,
Q129652398,Ex centrale idroelettrica di Sottofrua,46.402862,8.418027,,,,,
Q129653567,Ex centrale idroelettrica di Valdo,46.373627,8.42558,,,,,
Q134577450,centrale idroelettrica di Nera Montoro,,,,,E.ON,1915-01-01T00:00:00Z,
Q135412681,centrale idroelettrica Collicello,45.916619016,11.721200738,,,,,
Q139601888,ex centrale idroelettrica del Colombarolo,45.415503409,11.022006869,,,,,
Q140232274,centrale idroelettrica di Grigno,46.018192343,11.610191397,,,,,
