country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Italy,1961,ITA,49815254.0,513214657664.0,,,,,,,,,,,,,,,,22.972,1.823,195.902,9.759,,,,,,,,,,,,,,,,,,,,,,,,,6.453,4.434,1468.519,73.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.301,-0.302,460.388,22.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1962,ITA,50170591.0,553275693898.0,,,,,,,,,,,,,,,,2.184,0.213,198.762,9.972,,,,,,,,,,,,,,,,,,,,,,,,,4.196,3.07,1519.307,76.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.418,-1.931,418.647,21.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1963,ITA,50570978.0,592671529843.0,,,,,,,,,,,,,,,,-18.76,-1.871,160.196,8.101,,,,,,,,,,,,,,,,,,,,,,,,,1.636,1.247,1531.939,77.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.218,-0.256,410.273,20.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1964,ITA,51019579.0,615796777476.0,,,,,,,,,,,,,,,,-16.462,-1.334,132.647,6.768,,,,,,,,,,,,,,,,,,,,,,,,,8.2,6.353,1642.989,83.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.608,10.293,608.403,31.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,1965,ITA,51480733.0,629615787023.0,,,0.0,0.0,,,,0.0,,,,1948.698,100.32,,,-14.007,-0.948,113.045,5.82,,10.888,,,,,,,18035.141,1.475,,,,,15244.648,784.806,,85.18,,,73.747,,,1432.516,-0.788,-0.661,1615.434,83.164,,8.004,,,,118.428,828.154,42.634,2300.429,,12.854,,,136.54,948.316,48.82,2652.26,,14.82,,,,,9.75,68.181,3.51,189.391,,1.058,,,610.738,,,11863.434,-14.65,-4.547,514.622,26.493,,66.288,8.363,2.676,,,,51.981,,162.439,,,0.908,,928.462,,,126.79,880.135,45.31,2462.868,,13.761,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0
Italy,1966,ITA,51919068.0,662465744179.0,,0.0,0.0,0.0,,,,0.0,,4.011,4.024,2009.75,104.344,,,3.554,0.207,116.074,6.026,,10.425,,,,,8.599,79.842,19420.695,1.522,9.365,73.495,,,16531.504,858.3,,85.749,9.186,6.774,80.521,,,1550.899,12.727,10.585,1805.664,93.748,,8.045,,2.547,3.017,121.444,842.08,43.72,2339.111,,12.133,4.33,6.107,142.647,981.027,50.934,2747.485,,14.251,,,10.057,0.981,10.731,74.404,3.863,206.678,,1.072,10.266,62.696,673.435,,,12970.854,-18.788,-4.978,414.405,21.516,,67.28,10.472,3.351,,25.224,2.109,64.543,,201.696,,,1.046,,1008.304,3.887,5.126,131.916,906.623,47.071,2540.807,,13.179,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1967,ITA,52338335.0,709741860656.0,,0.0,0.0,0.0,,,,0.0,,9.585,10.002,2184.75,114.346,,,44.435,2.678,166.309,8.704,,10.54,,,,,8.298,83.67,20863.756,1.539,10.412,89.364,,,18106.504,947.664,,87.351,9.23,7.432,87.953,,,1680.475,5.742,5.383,1894.048,99.131,,8.107,,-3.156,-3.833,117.611,808.967,42.34,2247.131,,10.841,-3.862,-5.421,137.226,935.586,48.967,2621.903,,12.649,,,-18.405,-1.975,8.756,60.224,3.152,167.288,,0.807,10.681,71.93,745.365,,,14241.279,-6.865,-1.477,382.865,20.038,,68.704,10.859,3.475,,3.7,0.387,66.395,,207.484,,,1.001,,1091.974,-2.668,-3.446,128.47,875.362,45.815,2454.615,,11.842,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1968,ITA,52712156.0,768994548476.0,,0.0,0.0,0.0,,,,0.0,,-3.153,-3.605,2100.86,110.741,,,-17.43,-1.517,136.347,7.187,,9.442,,,,,8.06,88.01,22385.43,1.534,9.31,88.224,,,19651.799,1035.889,,88.319,17.441,15.34,103.294,,,1959.577,11.849,11.747,2103.459,110.878,,8.807,,0.796,0.936,118.547,809.623,42.677,2248.954,,10.107,-0.198,-0.22,137.006,927.111,48.87,2599.133,,11.681,,,-18.274,-1.6,7.156,48.869,2.576,135.748,,0.61,10.262,76.49,821.854,,,15591.363,-5.572,-1.116,358.969,18.922,,70.071,11.303,3.617,,4.086,0.444,68.618,,214.431,,,0.964,,1179.984,1.046,1.38,129.85,878.241,46.294,2463.385,,11.071,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1969,ITA,53060141.0,812977616000.0,,0.0,0.0,0.0,,,,0.0,,2.647,2.931,2142.317,113.672,,,-0.102,-0.007,135.315,7.18,,8.998,,,,,7.631,90.049,23935.73,1.562,9.312,96.465,,,21340.947,1132.354,,89.636,9.796,10.118,113.412,,,2137.419,14.978,16.607,2402.651,127.485,,8.978,,-3.541,-4.197,114.35,775.837,41.166,2155.102,,9.052,-4.528,-6.08,130.926,879.323,46.657,2467.509,,10.364,,,-34.821,-2.492,4.664,31.643,1.679,87.898,,0.369,10.15,83.416,905.27,,,17061.213,-2.213,-0.419,348.724,18.503,,71.66,11.913,3.812,,5.391,0.609,71.843,,224.509,,,0.943,,1270.033,-2.843,-3.588,126.262,847.68,44.978,2379.611,,9.995,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1970,ITA,53390231.0,831317785406.0,,0.0,0.0,0.0,,,,0.0,,0.982,1.116,2149.983,114.788,,,-16.461,-1.182,112.342,5.998,,8.226,,,,,10.401,132.091,26261.807,1.687,11.379,128.846,,,23622.285,1261.199,,90.384,7.883,8.94,122.352,,,2291.655,-1.31,-1.67,2356.527,125.816,,8.768,,-1.926,-2.203,112.147,756.187,40.373,2100.52,,8.037,2.4,3.256,134.182,894.864,47.777,2513.23,,9.616,,,89.16,4.158,8.822,59.487,3.176,165.24,,0.632,13.122,118.789,1024.059,,,19180.648,-5.594,-1.035,327.181,17.468,,73.389,13.213,4.228,,10.913,1.3,79.191,,247.47,,,0.947,,1402.124,-0.838,-0.903,125.36,835.378,44.601,2347.99,,8.984,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1971,ITA,53707794.0,846968256500.0,,0.0,0.0,0.0,,,,0.0,,-3.394,-3.896,2064.729,110.892,,,24.422,1.465,138.952,7.463,,7.545,,,,,5.287,74.132,27486.805,1.743,6.142,77.461,,,24924.877,1338.66,,91.083,3.306,4.045,126.397,,,2353.429,1.897,2.386,2387.028,128.202,,8.6,,-3.205,-3.594,108.553,727.622,39.079,2021.174,,7.386,-2.353,-3.129,131.053,868.645,46.653,2440.114,,8.917,,,5.951,0.525,9.347,62.654,3.365,174.038,,0.636,7.55,77.311,1101.371,,,20506.719,-9.92,-1.733,292.982,15.735,,74.938,13.153,4.209,,-0.449,-0.059,78.369,,244.902,,,0.895,,1476.256,-2.944,-3.654,121.706,805.991,43.288,2266.075,,8.281,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1972,ITA,54067562.0,871751794687.0,,0.0,0.0,0.0,,,,0.0,,-6.943,-7.699,1908.593,103.193,,,-37.776,-2.819,85.886,4.644,,6.696,,,,,4.872,71.927,28634.213,1.776,4.91,65.731,,,25974.738,1404.391,,91.122,14.675,18.549,144.946,,,2680.835,5.984,7.671,2513.027,135.873,,9.405,,5.806,6.303,114.856,764.747,41.348,2124.297,,7.452,4.561,5.772,136.825,902.223,48.781,2530.624,,8.878,,,7.756,0.725,10.072,67.064,3.626,186.29,,0.654,4.983,54.881,1156.252,,,21385.311,-10.569,-1.663,260.273,14.072,,75.022,11.897,3.807,,-9.551,-1.256,70.412,,220.037,,,0.772,,1548.182,4.313,5.047,126.752,835.159,45.155,2344.334,,8.224,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1973,ITA,54450571.0,928806501562.0,,0.0,0.0,0.0,,,,0.0,,1.465,1.512,1922.935,104.705,,,13.819,0.642,97.067,5.285,,6.505,,,,,4.369,67.641,29675.035,1.74,5.708,80.167,,,27264.316,1484.557,,92.235,12.34,17.887,162.833,,,2990.478,8.007,10.879,2695.151,146.753,,10.117,,-9.251,-10.625,104.231,689.12,37.523,1914.223,,6.476,-8.755,-11.851,124.974,817.439,44.51,2295.182,,7.765,,,-13.348,-1.344,8.728,57.704,3.142,160.288,,0.542,5.256,60.768,1217.019,,,22350.902,-8.678,-1.221,236.015,12.851,,75.613,12.016,3.845,,0.998,0.119,70.615,,220.67,,,0.747,,1615.823,-8.387,-10.506,116.246,759.735,41.368,2134.894,,7.222,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1974,ITA,54821114.0,972368721304.0,,0.0,0.0,0.0,,,,0.0,,8.897,9.316,2079.865,114.021,,,-9.412,-0.497,87.337,4.788,,7.087,,,,,-0.03,-0.489,29465.531,1.661,-0.224,-3.324,,,27019.402,1481.234,,92.062,12.468,20.302,183.135,,,3340.597,-0.183,-0.268,2672.045,146.485,,11.382,,0.725,0.756,104.986,689.424,37.795,1915.067,,6.525,2.112,2.75,127.724,829.06,45.45,2329.831,,7.938,,,8.53,0.744,9.472,62.202,3.41,172.784,,0.589,-2.707,-32.941,1184.078,,,21598.941,-0.091,-0.012,234.208,12.84,,73.593,13.266,4.245,,10.403,1.25,77.434,,241.98,,,0.824,,1615.333,1.624,2.006,118.252,766.858,42.04,2157.047,,7.35,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1975,ITA,55166046.0,951557550058.0,,0.0,0.0,0.0,,,,0.0,,0.265,0.302,2072.342,114.323,,,4.736,0.227,90.901,5.015,,7.261,,,,,-2.104,-33.98,28665.332,1.662,-2.957,-43.805,,,26056.398,1437.428,,91.301,15.233,27.896,211.032,,,3825.392,-4.687,-6.866,2530.873,139.618,,13.404,,8.536,8.961,113.947,743.591,41.021,2065.532,,7.238,7.386,9.235,136.959,884.729,48.807,2482.669,,8.699,,,11.437,1.083,10.556,68.883,3.8,191.342,,0.67,-6.081,-72.004,1112.074,,,20158.666,11.866,1.524,260.36,14.363,,70.635,12.456,3.986,,-6.101,-0.809,72.255,,225.796,,,0.791,,1581.353,7.058,8.152,126.403,815.846,45.007,2291.327,,8.029,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1976,ITA,55459415.0,1013301897480.0,,0.0,0.0,0.0,,,,0.0,,-0.844,-0.965,2043.974,113.358,,,-1.232,-0.062,89.306,4.953,,6.819,,,,,5.537,87.555,30092.428,1.647,6.509,93.561,,,27605.578,1530.989,,92.101,21.082,44.489,255.521,,,4607.347,7.456,10.41,2705.199,150.029,,15.372,,-4.498,-5.125,108.822,706.39,39.176,1962.195,,6.546,-4.122,-5.649,131.31,843.77,46.795,2367.672,,7.899,,,0.184,0.019,10.575,68.645,3.807,190.68,,0.636,4.499,50.037,1162.111,,,20954.258,4.696,0.675,271.146,15.038,,69.91,11.913,3.812,,-4.365,-0.544,68.735,,214.797,,,0.717,,1668.908,-4.486,-5.669,120.735,775.125,42.988,2176.992,,7.263,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1977,ITA,55714552.0,1042645918097.0,,0.0,0.0,0.0,,,,0.0,,-1.662,-1.884,2000.798,111.474,,,-9.058,-0.449,80.845,4.504,,6.693,,,,,0.327,5.45,30052.439,1.606,-1.86,-28.473,,,26968.105,1502.516,,90.207,2.126,5.433,260.953,,,4683.758,-12.275,-18.417,2362.255,131.612,,15.667,,30.537,33.231,142.053,917.875,51.139,2549.653,,8.528,24.488,31.802,163.112,1045.58,58.254,2927.634,,9.793,,,-11.085,-1.172,9.403,60.756,3.385,168.767,,0.565,-2.756,-32.022,1130.089,,,20283.549,-3.635,-0.547,260.093,14.491,,67.848,11.656,3.73,,-2.151,-0.256,66.948,,209.214,,,0.7,,1674.358,27.638,32.974,153.709,984.823,54.869,2758.866,,9.228,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1978,ITA,55938969.0,1081497979335.0,,0.0,0.0,0.0,,,,0.0,,1.721,1.919,2027.075,113.392,,,1.118,0.05,81.421,4.555,,6.64,,,,,2.459,41.166,30667.773,1.586,3.637,54.646,,,27836.801,1557.162,,91.183,-1.479,-3.86,257.094,,,4595.969,-0.119,-0.157,2349.972,131.455,,15.055,,-11.044,-15.689,126.364,813.226,45.491,2258.96,,7.4,-7.766,-12.539,150.573,960.511,53.73,2691.742,,8.817,,,30.812,2.897,12.3,79.158,4.428,219.882,,0.72,5.007,56.587,1186.676,,,21213.756,19.502,2.826,309.571,17.317,,69.488,11.909,3.811,,2.172,0.253,68.128,,212.899,,,0.697,,1715.524,-10.146,-15.436,138.273,881.353,49.302,2471.859,,8.097,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1979,ITA,56132382.0,1142855339257.0,,0.0,0.0,0.0,,,,0.0,,9.744,11.049,2216.92,124.441,,,-24.411,-1.112,61.333,3.443,,7.065,,,,,3.127,53.641,31517.723,1.548,3.683,57.358,,,28762.713,1614.52,,91.661,2.738,7.04,264.134,,,4705.555,-2.432,-3.197,2284.929,128.258,,14.996,,1.002,1.267,127.631,818.547,45.947,2273.742,,7.246,-2.475,-3.69,146.884,933.508,52.4,2616.737,,8.339,,,-40.65,-5.0,7.3,46.818,2.628,130.05,,0.414,3.309,39.269,1225.945,,,21840.238,15.312,2.652,355.743,19.969,,69.6,11.953,3.825,,0.367,0.044,68.142,,212.945,,,0.679,,1769.165,0.953,1.31,139.584,886.69,49.772,2486.687,,7.925,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1980,ITA,56412086.0,1183161666878.0,,0.0,0.0,0.0,,,,0.0,,17.327,21.562,2588.151,146.003,,,190.643,6.563,177.377,10.006,,8.507,,,,,-2.565,-45.372,30557.152,1.457,-2.631,-42.472,,,27867.221,1572.048,,91.599,-0.746,-1.97,262.164,,,4647.298,-6.941,-8.902,2115.792,119.356,,15.276,,-1.53,-1.953,125.678,802.027,45.244,2227.852,,7.323,-1.885,-2.698,144.186,911.365,51.412,2555.944,,8.401,,,-15.982,-1.167,6.133,39.141,2.208,108.724,,0.357,-5.062,-62.063,1163.881,,,20631.771,-0.582,-0.116,351.918,19.852,,67.816,12.375,3.96,,3.529,0.422,70.198,,219.368,,,0.721,,1723.793,-1.141,-1.531,138.053,872.224,49.204,2447.22,,8.044,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1981,ITA,56646752.0,1188868855925.0,,0.0,0.0,0.0,,,,0.0,,2.485,3.629,2641.486,149.632,,,-5.599,-0.56,166.752,9.446,,8.904,,,,,-2.098,-36.167,29792.107,1.42,-1.875,-29.483,,,27231.307,1542.565,,91.794,-3.038,-7.965,254.199,,,4487.438,12.067,14.402,2361.278,133.759,,15.127,,-4.885,-6.139,119.539,759.69,43.034,2110.251,,7.113,-4.283,-6.287,137.899,868.717,49.21,2434.366,,8.206,,,22.6,1.386,7.519,47.787,2.707,132.743,,0.447,-2.161,-25.146,1138.735,,,20102.383,-12.888,-2.559,305.292,17.294,,67.763,10.841,3.469,,-12.399,-1.534,61.239,,191.372,,,0.645,,1687.626,-5.489,-7.673,130.38,820.93,46.503,2301.624,,7.759,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1982,ITA,56719178.0,1194202254410.0,,0.0,0.0,0.0,,,,0.0,,11.806,17.666,2949.577,167.298,,,56.919,5.377,261.332,14.823,,10.158,,,,,-1.987,-33.534,29162.83,1.385,-2.635,-40.648,,,26479.875,1501.917,,91.192,-0.349,-0.886,253.313,,,4466.086,2.678,3.582,2421.416,137.341,,15.38,,-3.655,-4.369,115.169,730.987,41.461,2030.52,,6.993,5.235,7.174,145.073,913.024,51.786,2557.734,,8.808,,,151.348,11.381,18.9,119.959,6.804,333.221,,1.148,-5.043,-57.428,1081.306,,,19064.211,18.561,3.21,361.495,20.504,,65.654,11.003,3.521,,1.499,0.162,62.078,,193.993,,,0.668,,1654.092,-3.271,-4.207,126.173,793.065,44.982,2224.513,,7.661,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1983,ITA,56766114.0,1208770101503.0,,0.0,0.0,0.0,,,,0.0,,-6.403,-10.711,2758.447,156.586,,,-8.136,-1.206,239.87,13.617,,9.712,,,,,-2.101,-34.751,28526.531,1.34,-2.091,-31.407,,,25904.717,1470.51,,91.206,2.832,7.174,260.487,,,4588.781,-10.333,-14.191,2169.419,123.149,,16.156,,-0.039,-0.044,115.125,730.101,41.445,2028.058,,7.14,-2.25,-3.281,141.792,891.747,50.621,2497.828,,8.794,,,-15.006,-2.836,16.064,101.874,5.783,282.984,,0.996,-2.577,-27.87,1053.437,,,18557.488,27.113,5.559,459.127,26.063,,65.337,10.603,3.393,,-3.635,-0.4,59.772,,186.786,,,0.658,,1619.34,-0.32,-0.444,125.728,789.873,44.838,2214.844,,7.798,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1984,ITA,56810355.0,1239849227203.0,,0.0,0.0,0.0,,,,0.0,,13.414,21.004,3126.016,177.59,,,1.657,0.226,243.655,13.842,,10.846,,,,,1.557,25.21,28948.076,1.326,1.295,19.043,,,26219.75,1489.553,,90.975,17.808,46.388,306.875,,,5401.749,5.838,7.19,2294.287,130.339,,18.743,,2.307,2.656,117.781,746.36,42.401,2073.223,,7.194,4.226,5.969,147.761,928.704,52.76,2600.954,,9.025,,,19.09,3.067,19.131,121.228,6.887,336.744,,1.168,-4.59,-48.349,1005.088,,,17691.984,1.428,0.372,465.32,26.435,,61.386,10.85,3.472,,2.328,0.247,61.116,,190.986,,,0.663,,1644.551,2.308,2.902,128.631,807.476,45.873,2264.21,,7.856,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Italy,1985,ITA,56855499.0,1274693666324.0,,0.0,0.0,0.0,,,,0.0,,-1.27,-2.256,3083.851,175.334,528.058,30.023,6.352,0.879,258.926,14.721,16.164,10.759,,,185.74,12.076,-0.48,-7.89,28786.316,1.284,-0.163,-2.434,2302.486,130.909,26156.113,1487.119,70.48,91.255,1.638,5.025,311.901,434.646,24.712,5485.85,2.956,3.853,2360.233,134.192,13.305,19.139,,-3.087,-3.636,114.144,722.745,41.092,2007.624,22.123,7.004,-3.427,-5.243,142.518,896.167,50.952,2506.671,27.432,8.745,,,1.989,0.381,19.511,123.541,7.024,343.17,3.782,1.197,-0.518,-5.204,999.884,1339.782,76.174,17586.412,4.883,1.291,487.656,27.726,41.011,61.356,8.863,2.836,,-18.318,-1.987,49.881,,155.878,1.527,,0.544,3266.878,1636.66,-4.24,-5.624,123.007,772.625,43.928,2163.501,23.65,7.548,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1986,ITA,56875982.0,1310891922914.0,,0.0,0.0,0.0,,,,0.0,,-1.705,-2.989,3030.189,172.345,545.116,31.004,-45.19,-6.653,141.866,8.069,16.12,10.296,,,192.33,12.182,2.71,44.346,29555.652,1.282,2.612,38.839,2379.88,135.358,26829.566,1525.958,70.378,91.162,5.731,17.876,329.777,472.449,26.871,5798.168,12.06,16.184,2643.932,150.376,13.971,19.701,,0.01,0.011,114.156,722.555,41.096,2007.096,21.367,6.82,3.782,5.418,147.936,929.725,52.879,2601.036,27.494,8.838,,,24.687,4.817,24.328,153.984,8.758,427.734,4.554,1.453,2.396,23.952,1023.836,1362.315,77.483,18001.209,7.299,2.024,523.06,29.75,40.286,61.165,9.453,3.025,,6.664,0.591,53.186,,166.206,1.573,,0.565,3381.568,1681.007,0.439,0.602,123.609,775.74,44.121,2173.302,22.94,7.384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1987,ITA,56891919.0,1351528447250.0,,0.0,0.0,0.0,,,,0.0,,-0.736,-1.268,3007.058,171.077,580.662,33.035,-6.172,-0.498,133.073,7.571,16.405,9.919,,,201.372,12.224,2.978,50.067,30427.41,1.281,5.145,78.513,2719.332,154.708,28202.088,1604.471,76.827,93.022,10.925,36.028,365.805,557.759,31.732,6429.823,2.488,3.742,2708.966,154.118,15.758,21.208,,-3.871,-4.419,109.736,694.387,39.505,1928.852,19.618,6.362,-18.83,-27.583,120.354,754.448,42.922,2115.482,21.315,6.978,,,-98.013,-23.844,0.483,3.058,0.174,8.496,0.086,0.028,4.273,43.752,1067.589,1580.91,89.941,18765.207,53.831,16.015,804.403,45.764,44.664,61.895,10.134,3.243,,7.207,0.681,57.003,,178.134,1.61,,0.588,3539.553,1731.074,-3.112,-3.738,119.87,751.39,42.748,2106.986,21.228,6.95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1988,ITA,56928748.0,1403770038566.0,,0.0,0.0,0.0,,,,0.0,,-6.268,-10.723,2816.757,160.354,595.429,33.897,6.886,0.521,142.144,8.092,16.652,9.073,,,203.561,12.06,2.465,42.665,31157.166,1.264,2.457,39.424,2740.601,156.019,28876.35,1643.894,76.645,93.016,8.486,31.043,396.848,569.484,32.42,6970.968,1.637,2.523,2751.523,156.641,15.926,22.455,,2.964,3.253,112.989,714.507,40.676,1984.742,19.982,6.393,2.546,3.069,123.423,773.159,44.015,2168.031,21.623,6.984,,,-100.0,-0.483,0.0,0.0,0.0,0.0,0.0,0.0,1.789,19.103,1086.692,1575.689,89.702,19088.625,22.922,10.49,988.153,56.254,44.066,61.488,10.434,3.339,,2.96,0.3,58.652,,183.288,1.64,,0.59,3575.716,1773.738,2.964,3.553,123.423,773.159,44.015,2168.031,21.623,6.984,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,1989,ITA,56976750.0,1444197021007.0,,0.0,0.0,0.0,,,,0.0,,4.337,6.955,2936.447,167.309,559.298,31.867,3.269,0.265,146.668,8.357,15.121,9.194,,,210.75,12.028,2.887,51.206,32029.633,1.264,4.308,70.814,2967.14,169.058,30094.885,1714.709,80.217,94.228,8.172,32.43,429.279,603.878,34.407,7534.275,2.217,3.472,2810.142,160.113,16.326,23.59,,-16.272,-18.386,94.603,597.735,34.057,1660.375,16.16,5.199,-15.045,-18.397,105.026,656.286,37.393,1843.321,17.743,5.772,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.892,31.43,1118.121,1803.964,102.784,19624.164,-4.817,-2.71,939.761,53.545,48.771,61.444,10.413,3.332,,-0.21,-0.022,58.48,,182.75,1.581,,0.572,3698.877,1824.944,-15.045,-18.397,105.026,656.286,37.393,1843.321,17.743,5.772,,0.006,0.006,0.035,0.002,0.098,0.001,0.0,,0.006,0.006,0.035,0.002,0.098,0.001,0.0
Italy,1990,ITA,57031457.0,1475485283347.0,,0.0,0.0,0.0,0.877,0.05,0.023,0.0,564.25,1.763,2.95,2985.354,170.259,561.971,32.05,-5.587,-0.467,138.341,7.89,15.036,7.928,247.8,4344.971,213.15,10.226,17.934,327.285,37737.582,1.459,19.519,334.686,3125.468,178.25,35934.453,2049.394,83.627,95.432,5.819,24.982,454.26,696.282,39.71,7965.083,1.907,3.053,2860.982,163.166,18.63,21.153,,-7.138,-6.753,87.85,554.606,31.63,1540.378,14.839,4.091,-6.659,-6.938,98.088,611.943,34.9,1719.898,16.373,4.568,34.65,13.983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.435,306.754,1424.875,1867.215,106.49,24984.02,1.39,0.744,951.91,54.289,49.96,66.351,10.222,3.27,3.22,-1.831,-0.191,57.337,56.46,179.232,1.534,1.511,0.476,3737.411,2152.229,-6.659,-6.938,98.088,611.943,34.9,1719.898,16.373,4.568,98.0,0.005,0.011,0.0,0.0,0.195,0.0,0.001,-4.04,-0.0,0.005,0.0,0.0,0.093,0.0,0.0
