direction,reporter,reporter_name,partner,partner_name,year,gwh,twh
import,EA20,Euro area – 20 countries (2023-2025),PT,Portugal,2023,3424.726,3.424726
import,EA20,Euro area – 20 countries (2023-2025),LV,Latvia,2023,3370.494,3.3704940000000003
import,EA20,Euro area – 20 countries (2023-2025),BA,Bosnia and Herzegovina,2023,3336.3,3.3363
import,EA20,Euro area – 20 countries (2023-2025),NO,Norway,2023,3303.422,3.303422
import,EA20,Euro area – 20 countries (2023-2025),MK,North Macedonia,2023,3039.0,3.039
import,EA20,Euro area – 20 countries (2023-2025),DK,Denmark,2023,2552.293,2.552293
import,EA20,Euro area – 20 countries (2023-2025),EE,Estonia,2023,2411.497,2.411497
import,EA20,Euro area – 20 countries (2023-2025),BG,Bulgaria,2023,2302.0,2.302
import,EA20,Euro area – 20 countries (2023-2025),IT,Italy,2023,2284.107,2.284107
import,EA20,Euro area – 20 countries (2023-2025),EL,Greece,2023,1988.922,1.988922
import,EA20,Euro area – 20 countries (2023-2025),RU,Russia,2023,1493.625,1.493625
import,EA20,Euro area – 20 countries (2023-2025),RS,Serbia,2023,1319.6,1.3195999999999999
import,EA20,Euro area – 20 countries (2023-2025),BY,Belarus,2023,1314.3,1.3143
import,EA20,Euro area – 20 countries (2023-2025),TR,Türkiye,2023,1131.0,1.131
import,EA20,Euro area – 20 countries (2023-2025),LT,Lithuania,2023,1100.609,1.100609
import,EA20,Euro area – 20 countries (2023-2025),AL,Albania,2023,1035.0,1.035
import,EA20,Euro area – 20 countries (2023-2025),UA,Ukraine,2023,645.0,0.645
import,EA20,Euro area – 20 countries (2023-2025),MA,Morocco,2023,458.994,0.458994
import,EA20,Euro area – 20 countries (2023-2025),LU,Luxembourg,2023,39.1,0.0391
import,EA20,Euro area – 20 countries (2023-2025),MT,Malta,2023,26.226,0.026226
import,EA20,Euro area – 20 countries (2023-2025),AD,Andorra,2023,0.014,1.4e-05
export,EA20,Euro area – 20 countries (2023-2025),TOTAL,Total,2024,297097.959,297.09795899999995
export,EA20,Euro area – 20 countries (2023-2025),DE,Germany,2024,43450.705,43.450705
export,EA20,Euro area – 20 countries (2023-2025),IT,Italy,2024,30943.108,30.943108
export,EA20,Euro area – 20 countries (2023-2025),UK,United Kingdom,2024,30322.737,30.322737
export,EA20,Euro area – 20 countries (2023-2025),BE,Belgium,2024,25218.429,25.218429
export,EA20,Euro area – 20 countries (2023-2025),HU,Hungary,2024,20376.532,20.376532
export,EA20,Euro area – 20 countries (2023-2025),CH,Switzerland,2024,18832.893,18.832893
export,EA20,Euro area – 20 countries (2023-2025),NSP,Not specified,2024,18627.0,18.627
export,EA20,Euro area – 20 countries (2023-2025),PT,Portugal,2024,14356.428,14.356428
export,EA20,Euro area – 20 countries (2023-2025),ES,Spain,2024,13976.981,13.976981
export,EA20,Euro area – 20 countries (2023-2025),NL,Netherlands,2024,12667.8,12.6678
export,EA20,Euro area – 20 countries (2023-2025),FR,France,2024,11311.039,11.311039000000001
export,EA20,Euro area – 20 countries (2023-2025),PL,Poland,2024,10409.9,10.4099
export,EA20,Euro area – 20 countries (2023-2025),AT,Austria,2024,10103.036,10.103036
export,EA20,Euro area – 20 countries (2023-2025),CZ,Czechia,2024,9561.216,9.561216
export,EA20,Euro area – 20 countries (2023-2025),SI,Slovenia,2024,9041.656,9.041656000000001
export,EA20,Euro area – 20 countries (2023-2025),HR,Croatia,2024,6295.777,6.295777
export,EA20,Euro area – 20 countries (2023-2025),EE,Estonia,2024,4869.844,4.869844
export,EA20,Euro area – 20 countries (2023-2025),LV,Latvia,2024,4503.801,4.503801
export,EA20,Euro area – 20 countries (2023-2025),BA,Bosnia and Herzegovina,2024,4318.9,4.318899999999999
export,EA20,Euro area – 20 countries (2023-2025),UA,Ukraine,2024,3209.0,3.209
export,EA20,Euro area – 20 countries (2023-2025),MA,Morocco,2024,2896.082,2.896082
export,EA20,Euro area – 20 countries (2023-2025),LU,Luxembourg,2024,2114.335,2.114335
export,EA20,Euro area – 20 countries (2023-2025),LT,Lithuania,2024,2010.918,2.0109179999999998
export,EA20,Euro area – 20 countries (2023-2025),DK,Denmark,2024,1722.666,1.722666
export,EA20,Euro area – 20 countries (2023-2025),SE,Sweden,2024,1650.1,1.6501
export,EA20,Euro area – 20 countries (2023-2025),RS,Serbia,2024,1370.1,1.3700999999999999
export,EA20,Euro area – 20 countries (2023-2025),AL,Albania,2024,1227.0,1.227
export,EA20,Euro area – 20 countries (2023-2025),MK,North Macedonia,2024,1113.0,1.113
export,EA20,Euro area – 20 countries (2023-2025),MT,Malta,2024,970.418,0.970418
export,EA20,Euro area – 20 countries (2023-2025),BG,Bulgaria,2024,930.0,0.93
export,EA20,Euro area – 20 countries (2023-2025),BY,Belarus,2024,661.3,0.6613
export,EA20,Euro area – 20 countries (2023-2025),RU,Russia,2024,637.16,0.63716
export,EA20,Euro area – 20 countries (2023-2025),NO,Norway,2024,625.281,0.625281
export,EA20,Euro area – 20 countries (2023-2025),EL,Greece,2024,582.377,0.5823769999999999
export,EA20,Euro area – 20 countries (2023-2025),FI,Finland,2024,521.588,0.5215879999999999
export,EA20,Euro area – 20 countries (2023-2025),AD,Andorra,2024,437.529,0.437529
export,EA20,Euro area – 20 countries (2023-2025),ME,Montenegro,2024,424.838,0.42483800000000005
export,EA20,Euro area – 20 countries (2023-2025),LI,Liechtenstein,2024,291.269,0.291269
export,EA20,Euro area – 20 countries (2023-2025),TR,Türkiye,2024,218.0,0.218
import,EA20,Euro area – 20 countries (2023-2025),TOTAL,Total,2024,313298.757,313.29875699999997
import,EA20,Euro area – 20 countries (2023-2025),FR,France,2024,68644.859,68.644859
import,EA20,Euro area – 20 countries (2023-2025),NSP,Not specified,2024,37931.0,37.931
import,EA20,Euro area – 20 countries (2023-2025),CH,Switzerland,2024,27482.415,27.482415
import,EA20,Euro area – 20 countries (2023-2025),DE,Germany,2024,24606.448,24.606448
import,EA20,Euro area – 20 countries (2023-2025),ES,Spain,2024,21428.147,21.428147
import,EA20,Euro area – 20 countries (2023-2025),CZ,Czechia,2024,20764.484,20.764484
import,EA20,Euro area – 20 countries (2023-2025),NL,Netherlands,2024,18635.1,18.635099999999998
import,EA20,Euro area – 20 countries (2023-2025),AT,Austria,2024,16883.259,16.883259
import,EA20,Euro area – 20 countries (2023-2025),SE,Sweden,2024,13218.9,13.2189
import,EA20,Euro area – 20 countries (2023-2025),SI,Slovenia,2024,11521.508,11.521507999999999
import,EA20,Euro area – 20 countries (2023-2025),UK,United Kingdom,2024,8567.62,8.567620000000002
import,EA20,Euro area – 20 countries (2023-2025),BE,Belgium,2024,7753.919,7.753919
import,EA20,Euro area – 20 countries (2023-2025),PL,Poland,2024,5934.5,5.9345
import,EA20,Euro area – 20 countries (2023-2025),HU,Hungary,2024,5844.867,5.844867
import,EA20,Euro area – 20 countries (2023-2025),FI,Finland,2024,4267.943,4.267943
import,EA20,Euro area – 20 countries (2023-2025),PT,Portugal,2024,3891.462,3.891462
import,EA20,Euro area – 20 countries (2023-2025),NO,Norway,2024,3744.033,3.744033
import,EA20,Euro area – 20 countries (2023-2025),ME,Montenegro,2024,3238.157,3.238157
import,EA20,Euro area – 20 countries (2023-2025),LV,Latvia,2024,3220.339,3.220339
import,EA20,Euro area – 20 countries (2023-2025),IT,Italy,2024,3166.632,3.166632
import,EA20,Euro area – 20 countries (2023-2025),HR,Croatia,2024,2564.968,2.564968
import,EA20,Euro area – 20 countries (2023-2025),EL,Greece,2024,2530.853,2.530853
import,EA20,Euro area – 20 countries (2023-2025),LT,Lithuania,2024,2463.589,2.463589
import,EA20,Euro area – 20 countries (2023-2025),DK,Denmark,2024,2256.806,2.256806
import,EA20,Euro area – 20 countries (2023-2025),BA,Bosnia and Herzegovina,2024,2049.2,2.0492
import,EA20,Euro area – 20 countries (2023-2025),BG,Bulgaria,2024,1902.0,1.902
import,EA20,Euro area – 20 countries (2023-2025),MK,North Macedonia,2024,1844.0,1.844
import,EA20,Euro area – 20 countries (2023-2025),EE,Estonia,2024,1707.111,1.707111
import,EA20,Euro area – 20 countries (2023-2025),RU,Russia,2024,797.241,0.797241
import,EA20,Euro area – 20 countries (2023-2025),TR,Türkiye,2024,710.0,0.71
import,EA20,Euro area – 20 countries (2023-2025),AL,Albania,2024,673.0,0.673
import,EA20,Euro area – 20 countries (2023-2025),RS,Serbia,2024,641.4,0.6414
import,EA20,Euro area – 20 countries (2023-2025),BY,Belarus,2024,589.7,0.5897
import,EA20,Euro area – 20 countries (2023-2025),MA,Morocco,2024,356.3,0.3563
import,EA20,Euro area – 20 countries (2023-2025),UA,Ukraine,2024,301.0,0.301
import,EA20,Euro area – 20 countries (2023-2025),LU,Luxembourg,2024,86.0,0.086
import,EA20,Euro area – 20 countries (2023-2025),MT,Malta,2024,2.925,0.0029249999999999996
import,EA20,Euro area – 20 countries (2023-2025),AD,Andorra,2024,0.019,1.9e-05
import,EA20,Euro area – 20 countries (2023-2025),LI,Liechtenstein,2024,0.006,6e-06
export,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2015,291763.57,291.76357
export,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2015,24982.0,24.982
export,EA21,Euro area – 21 countries (from 2026),IT,Italy,2015,24779.469,24.779469000000002
export,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2015,24431.384,24.431383999999998
export,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2015,23744.705,23.744705000000003
export,EA21,Euro area – 21 countries (from 2026),AT,Austria,2015,19668.0,19.668
export,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2015,19222.0,19.222
export,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2015,17903.33,17.90333
export,EA21,Euro area – 21 countries (from 2026),DE,Germany,2015,17131.882,17.131882
export,EA21,Euro area – 21 countries (from 2026),ES,Spain,2015,14936.0,14.936
export,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2015,12509.358,12.509358
export,EA21,Euro area – 21 countries (from 2026),PL,Poland,2015,10673.0,10.673
export,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2015,9044.909,9.044909
export,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2015,8077.0,8.077
export,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2015,6380.714,6.380714
export,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2015,6246.0,6.246
export,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2015,5558.0,5.558
export,EA21,Euro area – 21 countries (from 2026),FR,France,2015,5414.009,5.414009
export,EA21,Euro area – 21 countries (from 2026),EL,Greece,2015,5406.0,5.406
export,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2015,5103.0,5.103
export,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2015,5039.0,5.039
export,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2015,4941.0,4.941
export,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2015,3594.0,3.594
export,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2015,3418.0,3.418
export,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2015,2720.0,2.72
export,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2015,2695.0,2.695
export,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2015,2365.0,2.365
export,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2015,2056.0,2.056
export,EA21,Euro area – 21 countries (from 2026),MT,Malta,2015,1044.0,1.044
export,EA21,Euro area – 21 countries (from 2026),AL,Albania,2015,806.0,0.806
export,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2015,476.0,0.476
export,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2015,376.0,0.376
export,EA21,Euro area – 21 countries (from 2026),LI,Liechtenstein,2015,307.257,0.307257
export,EA21,Euro area – 21 countries (from 2026),FI,Finland,2015,298.0,0.298
export,EA21,Euro area – 21 countries (from 2026),RU,Russia,2015,198.0,0.198
export,EA21,Euro area – 21 countries (from 2026),RO,Romania,2015,143.0,0.143
export,EA21,Euro area – 21 countries (from 2026),NO,Norway,2015,75.553,0.075553
export,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2015,1.0,0.001
import,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2015,307667.902,307.667902
import,EA21,Euro area – 21 countries (from 2026),FR,France,2015,48405.843,48.405843
import,EA21,Euro area – 21 countries (from 2026),DE,Germany,2015,47681.869,47.681869
import,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2015,30852.87,30.85287
import,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2015,28451.895,28.451895
import,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2015,17359.0,17.359
import,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2015,13756.0,13.756
import,EA21,Euro area – 21 countries (from 2026),AT,Austria,2015,13345.0,13.345
import,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2015,11385.0,11.385
import,EA21,Euro area – 21 countries (from 2026),ES,Spain,2015,9870.0,9.87
import,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2015,8975.553,8.975553
import,EA21,Euro area – 21 countries (from 2026),RU,Russia,2015,7251.0,7.251
import,EA21,Euro area – 21 countries (from 2026),NO,Norway,2015,5915.428,5.9154279999999995
import,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2015,5811.0,5.811
import,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2015,5392.491,5.392491
import,EA21,Euro area – 21 countries (from 2026),FI,Finland,2015,5277.0,5.277
import,EA21,Euro area – 21 countries (from 2026),PL,Poland,2015,5007.0,5.007
import,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2015,4228.0,4.228
import,EA21,Euro area – 21 countries (from 2026),RO,Romania,2015,4134.0,4.134
import,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2015,4100.0,4.1
import,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2015,3781.0,3.781
import,EA21,Euro area – 21 countries (from 2026),IT,Italy,2015,3655.707,3.655707
import,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2015,3593.0,3.593
import,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2015,3543.0,3.543
import,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2015,2816.0,2.816
import,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2015,2722.0,2.722
import,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2015,2704.729,2.704729
import,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2015,2456.0,2.456
import,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2015,1933.517,1.9335170000000002
import,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2015,1610.0,1.61
import,EA21,Euro area – 21 countries (from 2026),EL,Greece,2015,592.0,0.592
import,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2015,485.0,0.485
import,EA21,Euro area – 21 countries (from 2026),AL,Albania,2015,332.0,0.332
import,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2015,167.0,0.167
import,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2015,64.0,0.064
import,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2015,14.0,0.014
export,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2016,274693.846,274.693846
export,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2016,23237.0,23.237
export,EA21,Euro area – 21 countries (from 2026),IT,Italy,2016,22269.773,22.269773
export,EA21,Euro area – 21 countries (from 2026),ES,Spain,2016,21829.0,21.829
export,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2016,21579.476,21.579476
export,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2016,19815.0,19.815
export,EA21,Euro area – 21 countries (from 2026),AT,Austria,2016,16974.0,16.974
export,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2016,16699.922,16.699921999999997
export,EA21,Euro area – 21 countries (from 2026),DE,Germany,2016,14875.044,14.875043999999999
export,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2016,14769.898,14.769898
export,EA21,Euro area – 21 countries (from 2026),FR,France,2016,13338.0,13.338
export,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2016,11725.422,11.725422
export,EA21,Euro area – 21 countries (from 2026),PL,Poland,2016,9790.0,9.79
export,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2016,8358.988,8.358988
export,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2016,6616.86,6.61686
export,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2016,5758.0,5.758
export,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2016,5472.0,5.472
export,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2016,4959.0,4.959
export,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2016,4694.0,4.694
export,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2016,4616.0,4.616
export,EA21,Euro area – 21 countries (from 2026),EL,Greece,2016,4556.0,4.556
export,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2016,3725.0,3.725
export,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2016,3102.0,3.102
export,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2016,2585.0,2.585
export,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2016,2387.0,2.387
export,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2016,2176.0,2.176
export,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2016,2014.0,2.014
export,EA21,Euro area – 21 countries (from 2026),MT,Malta,2016,1525.0,1.525
export,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2016,1439.0,1.439
export,EA21,Euro area – 21 countries (from 2026),FI,Finland,2016,881.0,0.881
export,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2016,681.0,0.681
export,EA21,Euro area – 21 countries (from 2026),AL,Albania,2016,494.0,0.494
export,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2016,480.0,0.48
export,EA21,Euro area – 21 countries (from 2026),NO,Norway,2016,331.507,0.331507
export,EA21,Euro area – 21 countries (from 2026),LI,Liechtenstein,2016,290.956,0.290956
export,EA21,Euro area – 21 countries (from 2026),RU,Russia,2016,275.0,0.275
export,EA21,Euro area – 21 countries (from 2026),RO,Romania,2016,181.0,0.181
export,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2016,179.0,0.179
export,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2016,14.0,0.014
import,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2016,283299.13,283.29913
import,EA21,Euro area – 21 countries (from 2026),DE,Germany,2016,40737.626,40.737626
import,EA21,Euro area – 21 countries (from 2026),FR,France,2016,40369.89,40.36989
import,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2016,26674.281,26.674281
import,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2016,24282.121,24.282121
import,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2016,17955.0,17.955
import,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2016,11191.0,11.191
import,EA21,Euro area – 21 countries (from 2026),AT,Austria,2016,11126.0,11.126
import,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2016,9702.0,9.702
import,EA21,Euro area – 21 countries (from 2026),RU,Russia,2016,9468.0,9.468
import,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2016,9418.855,9.418854999999999
import,EA21,Euro area – 21 countries (from 2026),ES,Spain,2016,8941.0,8.941
import,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2016,8549.365,8.549365
import,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2016,7651.0,7.651
import,EA21,Euro area – 21 countries (from 2026),IT,Italy,2016,4832.375,4.832375
import,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2016,4658.0,4.658
import,EA21,Euro area – 21 countries (from 2026),PL,Poland,2016,4642.0,4.642
import,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2016,4484.0,4.484
import,EA21,Euro area – 21 countries (from 2026),NO,Norway,2016,4395.992,4.395992000000001
import,EA21,Euro area – 21 countries (from 2026),RO,Romania,2016,4323.0,4.323
import,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2016,4179.724,4.179724
import,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2016,4053.0,4.053
import,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2016,3639.0,3.639
import,EA21,Euro area – 21 countries (from 2026),FI,Finland,2016,3249.0,3.249
import,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2016,3013.0,3.013
import,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2016,2526.0,2.526
import,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2016,2313.901,2.313901
import,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2016,1880.0,1.88
import,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2016,1644.0,1.644
import,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2016,1447.0,1.447
import,EA21,Euro area – 21 countries (from 2026),AL,Albania,2016,822.0,0.822
import,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2016,738.0,0.738
import,EA21,Euro area – 21 countries (from 2026),EL,Greece,2016,320.0,0.32
import,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2016,64.0,0.064
import,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2016,8.0,0.008
import,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2016,1.0,0.001
export,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2017,275833.308,275.83330800000005
export,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2017,24308.0,24.308
export,EA21,Euro area – 21 countries (from 2026),ES,Spain,2017,23745.704,23.745704
export,EA21,Euro area – 21 countries (from 2026),IT,Italy,2017,21382.999,21.382998999999998
export,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2017,20138.244,20.138244
export,EA21,Euro area – 21 countries (from 2026),AT,Austria,2017,17960.618,17.960618
export,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2017,17287.1,17.2871
export,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2017,16982.025,16.982025
export,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2017,14575.212,14.575211999999999
export,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2017,14221.056,14.221056
export,EA21,Euro area – 21 countries (from 2026),DE,Germany,2017,12908.254,12.908254000000001
export,EA21,Euro area – 21 countries (from 2026),FR,France,2017,12587.233,12.587233
export,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2017,9132.58,9.13258
export,EA21,Euro area – 21 countries (from 2026),PL,Poland,2017,9019.7,9.0197
export,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2017,8513.476,8.513476
export,EA21,Euro area – 21 countries (from 2026),MA,Morocco,2017,5756.0,5.756
export,EA21,Euro area – 21 countries (from 2026),LU,Luxembourg,2017,5701.5,5.7015
export,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2017,5505.0,5.505
export,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2017,4665.0,4.665
export,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2017,3952.21,3.95221
export,EA21,Euro area – 21 countries (from 2026),EL,Greece,2017,3700.35,3.70035
export,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2017,3534.202,3.534202
export,EA21,Euro area – 21 countries (from 2026),UA,Ukraine,2017,3055.0,3.055
export,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2017,2869.517,2.8695169999999997
export,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2017,2240.455,2.240455
export,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2017,2086.154,2.086154
export,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2017,2056.0,2.056
export,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2017,1803.555,1.803555
export,EA21,Euro area – 21 countries (from 2026),AL,Albania,2017,1692.0,1.692
export,EA21,Euro area – 21 countries (from 2026),FI,Finland,2017,1071.0,1.071
export,EA21,Euro area – 21 countries (from 2026),MT,Malta,2017,901.743,0.9017430000000001
export,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2017,740.7,0.7407
export,EA21,Euro area – 21 countries (from 2026),AD,Andorra,2017,474.0,0.474
export,EA21,Euro area – 21 countries (from 2026),RO,Romania,2017,464.933,0.464933
export,EA21,Euro area – 21 countries (from 2026),LI,Liechtenstein,2017,257.351,0.257351
export,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2017,197.4,0.1974
export,EA21,Euro area – 21 countries (from 2026),RU,Russia,2017,173.512,0.173512
export,EA21,Euro area – 21 countries (from 2026),NO,Norway,2017,153.525,0.153525
export,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2017,20.0,0.02
import,EA21,Euro area – 21 countries (from 2026),TOTAL,Total,2017,286452.466,286.452466
import,EA21,Euro area – 21 countries (from 2026),DE,Germany,2017,41703.647,41.703647
import,EA21,Euro area – 21 countries (from 2026),FR,France,2017,41078.503,41.078503
import,EA21,Euro area – 21 countries (from 2026),CH,Switzerland,2017,28455.437,28.455437000000003
import,EA21,Euro area – 21 countries (from 2026),CZ,Czechia,2017,27732.785,27.732785
import,EA21,Euro area – 21 countries (from 2026),SE,Sweden,2017,18327.5,18.3275
import,EA21,Euro area – 21 countries (from 2026),NL,Netherlands,2017,11611.6,11.611600000000001
import,EA21,Euro area – 21 countries (from 2026),AT,Austria,2017,11320.385,11.320385
import,EA21,Euro area – 21 countries (from 2026),NSP,Not specified,2017,9904.0,9.904
import,EA21,Euro area – 21 countries (from 2026),RU,Russia,2017,9562.889,9.562888999999998
import,EA21,Euro area – 21 countries (from 2026),SI,Slovenia,2017,9558.47,9.55847
import,EA21,Euro area – 21 countries (from 2026),ES,Spain,2017,8596.732,8.596732
import,EA21,Euro area – 21 countries (from 2026),PT,Portugal,2017,8190.0,8.19
import,EA21,Euro area – 21 countries (from 2026),BE,Belgium,2017,8167.114,8.167114
import,EA21,Euro area – 21 countries (from 2026),NO,Norway,2017,5267.789,5.267789
import,EA21,Euro area – 21 countries (from 2026),HU,Hungary,2017,5023.62,5.02362
import,EA21,Euro area – 21 countries (from 2026),PL,Poland,2017,4887.6,4.8876
import,EA21,Euro area – 21 countries (from 2026),LV,Latvia,2017,4355.2,4.3552
import,EA21,Euro area – 21 countries (from 2026),IT,Italy,2017,3845.921,3.8459209999999997
import,EA21,Euro area – 21 countries (from 2026),RO,Romania,2017,3571.433,3.571433
import,EA21,Euro area – 21 countries (from 2026),UK,United Kingdom,2017,3498.166,3.4981660000000003
import,EA21,Euro area – 21 countries (from 2026),TR,Türkiye,2017,3299.832,3.299832
import,EA21,Euro area – 21 countries (from 2026),EE,Estonia,2017,3237.156,3.237156
import,EA21,Euro area – 21 countries (from 2026),HR,Croatia,2017,3001.152,3.0011520000000003
import,EA21,Euro area – 21 countries (from 2026),BA,Bosnia and Herzegovina,2017,2910.1,2.9101
import,EA21,Euro area – 21 countries (from 2026),BG,Bulgaria,2017,2063.0,2.063
import,EA21,Euro area – 21 countries (from 2026),FI,Finland,2017,1878.0,1.878
import,EA21,Euro area – 21 countries (from 2026),MK,North Macedonia,2017,1720.2,1.7202
import,EA21,Euro area – 21 countries (from 2026),BY,Belarus,2017,1620.8,1.6208
import,EA21,Euro area – 21 countries (from 2026),RS,Serbia,2017,839.591,0.839591
import,EA21,Euro area – 21 countries (from 2026),LT,Lithuania,2017,720.967,0.720967
import,EA21,Euro area – 21 countries (from 2026),EL,Greece,2017,345.147,0.345147
